14,55,-11,0,37,1,-10,-3,27,8
-35,26,-11,-2,41,3,-9,-8,42,8
-59,21,-9,7,62,6,-13,-7,60,8
-90,35,-16,32,94,1,-32,-12,91,8
-79,73,-23,53,124,-7,-40,-13,104,8
-95,66,-29,46,121,-9,-19,-1,103,8
-108,53,-37,22,85,0,-3,3,86,8
-58,46,-23,19,51,8,1,10,49,8
-41,32,-19,28,17,1,-3,0,26,8
40,46,-6,25,7,-3,-8,-7,4,8
-75,45,30,5,0,-5,-14,-5,-1,8
-32,-15,23,-9,-4,-5,-7,-5,-11,8
-1,12,1,-10,0,-3,-2,0,-16,8
11,13,-10,-2,4,-3,-3,-2,-5,8
-47,-17,1,3,4,-1,-1,-3,1,8
-89,1,-16,7,16,-2,3,5,1,8
1,62,-18,14,26,-2,-12,-9,23,8
87,76,-33,35,65,-8,-80,-61,79,8
10,82,-18,57,-125,-11,-80,-58,60,8
116,92,8,30,110,2,-82,-4,42,8
-77,73,1,7,95,14,-60,-31,74,8
-27,67,5,23,84,6,0,-11,73,8
-26,50,5,25,76,2,23,5,67,8
5,46,-1,11,47,4,-3,5,41,8
4,39,-8,10,36,0,-8,-4,33,8
-21,20,-6,9,23,-1,-12,-8,21,8
-29,18,-9,18,21,-1,-12,-11,17,8
-32,11,-8,20,18,0,-14,-8,13,8
-28,11,-9,17,19,0,-12,-6,14,8
-13,16,-9,15,23,0,-7,-5,16,8
-23,28,-5,16,25,0,-6,-5,19,8
-28,49,-10,16,30,0,-14,-10,35,8
-30,66,-7,20,48,-1,-33,-14,52,8
-26,84,-5,47,107,-8,-54,-23,89,8
-80,58,-25,32,76,6,-4,0,64,8
-26,11,-16,23,47,10,-6,-3,37,8
-31,-10,-14,11,14,0,-3,-9,14,8
-19,-4,-7,-1,5,-5,-4,-7,3,8
5,5,0,-16,-5,-6,0,-7,-10,8
19,23,17,-17,-3,-1,2,-8,-12,8
12,2,17,-3,3,0,0,10,-6,8
28,12,26,1,3,0,0,0,-7,8
63,33,8,-4,17,-3,-1,-1,4,8
-78,16,-21,1,26,-4,-19,-10,10,8
3,39,-44,12,45,-2,-32,-19,13,8
-97,108,-39,12,72,-1,-73,-25,69,8
56,-109,20,27,120,-3,-68,-32,57,8
