-26,42,4,11,-31,0,9,17,41,2
-24,42,4,10,-46,16,13,10,42,2
-23,43,4,8,-63,20,11,17,41,2
-26,42,4,13,-59,28,11,24,41,2
-24,43,4,20,-65,44,12,17,42,2
-23,43,4,26,-70,48,7,31,41,2
-25,44,4,32,-54,53,11,29,42,2
-25,42,4,41,-40,62,13,24,41,2
-23,43,5,28,-14,63,11,26,40,2
-24,44,4,21,-14,75,14,23,39,2
-24,42,5,37,-12,73,11,25,39,2
-25,42,4,28,-7,63,10,24,40,2
-25,42,5,20,-10,58,12,21,40,2
-25,42,4,20,-7,52,12,20,41,2
-27,42,4,19,-6,45,11,21,39,2
-23,43,4,21,-9,42,13,18,39,2
-21,44,4,17,-18,40,12,21,40,2
-23,42,3,12,-26,23,12,24,40,2
-22,44,5,10,-23,23,14,15,40,2
-18,46,5,8,-15,25,12,14,41,2
-21,45,5,6,-10,17,7,15,42,2
-22,44,5,0,-7,17,10,13,40,2
-21,44,5,-1,6,20,10,13,40,2
-23,44,5,-5,2,16,8,15,41,2
-24,43,4,-9,-5,14,8,15,41,2
-23,43,3,-6,-7,12,11,17,42,2
-23,43,5,0,-13,10,11,10,42,2
-24,44,5,9,-30,5,8,16,41,2
-23,43,5,10,-31,3,9,21,41,2
-23,43,4,7,-41,17,12,13,42,2
-22,42,5,12,-57,15,12,14,40,2
-23,44,5,13,-57,15,11,25,39,2
-25,42,5,20,-67,32,12,19,40,2
-25,42,5,32,-76,40,10,21,40,2
-25,43,5,51,-68,48,9,26,39,2
-26,43,5,46,-56,65,12,22,40,2
-28,41,5,32,-16,79,10,28,42,2
-25,44,5,27,-4,76,12,25,41,2
-25,41,5,36,-10,64,14,24,39,2
-25,42,5,33,-7,55,15,22,40,2
-25,43,5,25,-4,50,14,21,39,2
-26,42,5,25,-16,45,13,19,39,2
-23,42,5,25,-23,39,13,21,40,2
-19,45,5,16,-25,32,14,20,39,2
-23,44,5,21,-28,32,14,17,39,2
-21,44,4,18,-26,26,12,21,41,2
-17,46,5,14,-29,23,13,21,40,2
-18,46,5,17,-23,27,12,17,39,2
-19,45,5,10,-1,26,12,17,42,2
-20,44,4,2,1,25,12,16,40,2
-20,44,5,-3,5,28,10,16,41,2
-24,43,5,-8,4,24,9,16,41,2
-24,42,5,-10,3,19,9,16,41,2
-21,44,4,-1,0,14,10,14,41,2
-21,44,4,1,-12,7,8,14,41,2
-19,44,5,1,-26,-2,10,16,41,2
-20,45,5,5,-33,2,12,10,41,2
-23,44,6,16,-56,3,9,16,41,2
-23,44,6,8,-64,0,12,20,43,2
-22,45,6,1,-76,17,16,15,43,2
-22,43,5,19,-78,29,14,19,41,2
-24,43,6,27,-72,36,8,28,38,2
-25,43,5,35,-59,60,14,21,40,2
-23,43,5,38,-39,68,14,26,41,2
-24,44,6,30,-18,70,13,27,41,2
-23,44,5,30,-10,72,15,23,40,2
-23,43,5,39,3,68,14,23,40,2
-24,43,5,27,6,60,14,23,39,2
-24,43,5,23,0,60,14,21,38,2
-19,44,4,22,0,54,13,25,40,2
-19,46,5,17,-3,47,12,21,40,2
-22,44,4,20,-14,44,12,17,38,2
-21,44,4,18,-26,32,11,23,40,2
-17,46,5,17,-30,21,12,24,41,2
-18,45,5,10,-26,27,14,16,39,2
-19,44,5,9,-17,20,11,15,41,2
-22,44,5,4,-9,16,10,16,41,2
-22,43,5,-1,-1,20,11,13,41,2
-22,43,5,-7,1,16,9,15,41,2
-24,43,6,-7,-3,12,8,14,41,2
-23,43,6,-3,-11,9,9,18,42,2
-22,44,6,0,-12,2,9,17,44,2
-21,44,6,5,-26,-3,11,12,42,2
-21,44,5,5,-44,-6,9,18,39,2
-22,44,6,8,-46,5,12,14,41,2
-22,43,5,11,-67,11,12,15,41,2
-21,44,5,16,-74,15,11,25,38,2
-22,44,5,16,-74,36,14,19,42,2
-24,44,6,41,-66,59,11,23,40,2
-24,44,5,35,-42,69,12,27,42,2
-21,44,5,36,-18,82,14,24,42,2
-23,44,5,37,-10,80,12,25,41,2
-25,43,6,27,-3,71,12,24,40,2
-23,42,5,27,-5,69,12,23,40,2
-21,44,5,32,-10,62,13,23,39,2
-25,42,5,24,-12,48,14,24,39,2
-23,43,6,19,-16,44,12,18,41,2
-20,44,6,17,-25,40,11,17,39,2
-20,44,5,12,-25,33,10,21,41,2
-23,44,4,16,-21,21,12,20,41,2
-20,44,5,20,-21,17,13,19,40,2
-19,45,5,10,-14,14,12,16,41,2
-22,44,5,1,1,15,11,13,40,2
-22,43,5,-3,9,18,10,13,39,2
-21,44,5,-8,24,18,8,14,40,2
-23,43,5,-9,22,15,8,15,41,2
-22,43,5,-5,7,16,10,14,40,2
-21,45,5,-1,-4,16,11,13,42,2
-21,45,5,4,-14,14,10,15,44,2
-21,44,5,19,-33,12,14,10,41,2
-23,45,5,28,-43,13,8,15,41,2
-25,42,5,34,-60,10,9,22,43,2
-22,43,6,18,-71,31,10,15,41,2
-22,43,5,27,-82,39,8,23,38,2
-24,43,5,34,-81,40,4,34,40,2
-25,43,5,46,-80,46,8,27,41,2
-26,41,5,41,-55,58,8,26,39,2
-24,43,5,31,-23,58,9,26,41,2
