-49	5	-6	20	-8	32	1	12	36	35	87	33	37	3	48	8	24	57	-12.16	46.38	11.18	25.56	-1.54	37.66	3.8	16.6	42.36	15.62736062	17.49615958	8.67799516	3.914894635	2.316980794	4.393677275	1.907878403	3.091924967	5.509119712	25962.69231	221554.2308	15655.23077	63556.15385	486.6153846	137303.0769	1563.769231	26957.69231	173997.4615	4.225198727	3.06849774	3.600940105	1.932749124	3.952939959	1.44834407	3.486293346	2.088393187	1.569322823
-36	22	-6	21	-6	32	1	12	37	35	85	33	32	2	48	9	21	52	-11.82	48.26	11.04	25.84	-1.62	38.26	5.3	17.04	42.88	13.3696522	13.28278585	8.639351828	2.838027484	2.134385157	4.170419643	1.910497317	2.340598214	4.389259619	22028	232428.8462	15308.07692	64590.38462	471.5384615	141588.8462	2876.615385	28182.76923	177725	4.183549389	2.7374406	3.473014802	1.641776915	3.898751163	1.0997998	3.030220195	1.623187089	1.215328884
-55	7	-5	21	-5	33	3	12	37	23	83	24	34	2	47	9	24	53	-13.4	45.6	10.84	24.98	-1.66	38.08	5.94	15.98	42.56	12.83432897	14.06129439	6.19793514	2.949508434	1.882657696	4.053837688	1.58	2.731226831	4.423392363	25195.69231	209513.4615	13145.53846	60418.30769	435.8461538	140221.7692	3512.846154	24914.07692	175109.6154	4.070910643	3.064698112	3.582297966	1.638141144	3.856622168	1.472528199	2.649868328	2.01903135	1.513643052
-55	7	-3	19	-7	32	1	10	35	45	83	30	35	0	46	10	24	53	-14.1	44.5	12.18	25.12	-2.32	37.36	6.28	16.38	41.76	17.28149299	16.36123467	6.745932108	3.771683974	1.994392138	4.02869706	1.85515498	3.279573143	4.49248261	33478.84615	203359.6154	16466.53846	61358.46154	709.0769231	134989	3957.923077	26315.76923	168652.8462	4.161826596	2.979582642	3.603119561	1.841300096	3.763017418	1.173533877	2.846639692	2.167908651	1.328053147
-46	15	-4	18	-10	32	1	9	35	45	76	30	35	4	47	14	28	51	-14.26	46.26	12.4	25.2	-2.78	38.36	7.66	16.86	42.52	16.13667872	13.03657931	7.451174404	3.768288736	2.893371736	4.255631563	2.680373108	4.237971213	4.699957447	32121.53846	213965.1538	17523.07692	61744.53846	1145.615385	142360.1538	5987.307692	28197.07692	174904.0769	4.223095464	2.713828714	3.408703627	1.887416274	3.66996804	1.178877205	2.850152006	2.179913717	1.28869257
-47	5	-4	18	-10	33	3	9	35	18	92	26	33	4	49	14	28	53	-15.18	45.78	10.8	24.28	-2.92	38.8	7.32	16	42.76	14.7087593	16.21269873	7.437741593	3.715050471	2.76289703	4.521061822	2.708800473	4.591296113	4.962096331	32574.46154	214173.3077	13908.92308	57349.23077	1186.923077	145737.7692	5505	25630.76923	176994.3846	4.21519013	3.047915563	3.790284834	2.005805071	3.683090605	1.299429007	2.95351033	2.30934497	1.549125623
-47	5	-6	19	-8	32	3	10	37	22	92	31	33	2	49	11	24	53	-15.2	45.12	11.3	24.14	-2.86	37.74	6.82	15.78	41.96	16.01124605	18.49825938	8.376753548	3.616683564	2.010074625	4.559868419	1.904625948	3.528682474	4.711517802	34541.61538	212222.3077	15697.61538	56663.07692	981.2307692	137953.2308	4646.769231	24542.23077	170360.3846	4.149716277	3.285044718	3.874009236	1.821287074	3.61347037	1.457283186	2.815525355	2.234085211	1.432477682
-44	14	-6	19	-6	32	1	11	37	22	83	31	33	2	48	11	21	53	-14.26	47.56	11.68	25.24	-1.72	38.42	7.04	16	42.92	14.77945872	14.04159535	7.79856397	3.473096601	1.970177657	4.94	2.1536945	3.18747549	4.824271966	30054.38462	226987.6923	16043.38462	61836.15385	471.1538462	143106.0769	4988.538462	25103.92308	178246.5385	3.937793265	2.980764621	3.603257502	1.620506049	3.851153774	1.240386324	2.608177871	1.827185054	1.117427782
-40	14	-2	21	-4	32	0	11	37	21	75	25	33	2	48	11	21	55	-14.14	46.92	12.22	25.8	-1.38	38.6	5.58	15.08	43.44	13.56172555	13.47566696	6.290596156	3.243454948	1.481755715	5.047771786	2.425613325	3.058365577	5.091797325	28067.76923	220414.6154	16267.92308	64511.53846	288.6923077	144490.4615	3276.769231	22315.69231	182692.0769	3.984517997	3.019597387	3.482093646	1.712948016	3.64700708	1.646350288	2.708803747	1.958364013	1.52389314
-60	11	-1	21	-6	33	0	11	37	19	83	50	30	1	48	10	19	55	-17.46	43.22	13.14	25.26	-1.68	37.24	5.34	14.6	42.18	15.83693152	16.62923931	10.41155128	2.5283196	1.793766986	3.65272501	2.396747796	2.078460969	4.546163217	41377.69231	192921.1538	21834.38462	61660.15385	426.1538462	133990	3018.538462	20704.15385	172066	4.041745872	3.042945247	3.582963855	1.33501509	3.662546795	1.314992521	3.119772064	1.760748592	1.248602986
-60	11	-2	19	-6	30	1	7	37	15	83	50	31	9	47	10	19	53	-16.92	45.24	12.48	25.42	1	37.58	5.56	13.24	43.12	15.29161862	15.28471132	12.22495808	2.973819093	3.340658618	4.289941725	2.491264739	3.614194239	4.835866003	38773.30769	208028.6154	22163	62557.53846	633	136681	3271.153846	17484.23077	179906.5385	4.063549877	2.908651653	3.701002878	1.525309794	3.852219954	1.582625743	2.827186218	2.200972214	1.433080769
-44	14	-2	19	-7	30	1	4	37	26	73	38	31	9	50	11	21	56	-12.28	48.44	13	25.6	2.12	39.2	5	11.58	44.6	13.33422664	11.97691112	8.623224455	3.423448554	3.27194132	5.75847202	2.712931993	4.745903497	5.306599665	23078.76923	232515.3846	19834.30769	63578.92308	946.9230769	149348.0769	2757.769231	13976.76923	192620.4615	4.218538443	2.7603586	3.664655789	1.519016647	3.345281317	1.436714712	3.029472121	2.333188224	1.302144816
-48	14	0	19	-7	29	1	4	35	26	89	37	31	7	50	12	21	56	-14.9	44.84	11.44	24.38	-0.76	38.56	6.62	12.68	42.88	15.00166657	14.06465072	7.558200844	3.199312426	3.22217318	5.657419907	3.35791602	4.24471436	4.998559793	32190.38462	202884	15330.76923	57644.92308	555	144508.6154	4756.461538	16326.15385	178000	4.147126428	3.006578066	3.679117866	1.793926471	4.192044677	1.903935513	3.134053308	2.011596911	1.664210972
-48	18	0	19	-6	29	4	10	35	12	89	37	30	0	48	16	22	53	-16.22	44.96	10.38	23.74	-2.22	37.98	9.9	15.58	41.88	13.26844377	13.67181041	8.170410026	3.1036108	1.688668114	5.3084461	2.53179778	2.987239528	4.718643873	33765.30769	203356.9231	13593	54654.38462	611	140055	9732.384615	23769.53846	169718.0769	3.89777891	2.90675111	3.714211729	1.791389037	3.505353635	1.597242749	2.396864742	2.025784205	1.296023378
-42	32	1	19	-9	30	3	10	37	29	75	33	30	0	48	16	22	54	-13.2	48.66	13.52	24.74	-2.62	38.88	9.68	16.22	43.02	12.47236946	11.79425284	7.505304791	2.978657416	2.048316382	5.225476055	3.133304964	3.214280635	5.10094109	24263.46154	234360.8462	20332.23077	59279.23077	861.7692308	146664.2308	9481.923077	25793.69231	179204.8462	4.117027451	2.581218345	3.600676402	1.469203214	3.558996328	1.595804271	2.465901594	1.893551082	1.396313495
