-38	34	-5	35	19	-24	4	14	37	21	65	24	50	38	-14	14	26	45	-16.28	45.76	7.12	41.06	26.8	-19.14	8.6	20.08	40.96	12.73897955	7.762886061	6.736883553	3.93654671	3.984971769	2.498079262	2.391652149	2.897171034	2.135040983	33311.38462	204244	7061.384615	162854	69825.30769	35525	7387.230769	39173.69231	161538.6154	3.758785878	2.142424625	3.832565198	1.253694957	1.704616541	1.648842478	2.361496668	1.758077984	0.859780293
-39	32	-5	35	19	-26	5	14	38	9	68	25	50	38	-14	12	26	45	-18.2	44.96	7.26	40.88	27.54	-19.34	7.92	19.48	41.3	12.35475617	8.192582011	7.317950533	4.126208914	3.904919974	2.825668063	1.741723285	2.744011662	1.813835715	39262.38462	197612.0769	7651.153846	161508.3846	73661.30769	36348.84615	6177.538462	36850.23077	164166.8462	3.654309339	2.144036382	3.555545178	1.397792962	1.639858977	1.649933422	2.292014901	1.702582323	0.785307459
-40	32	-12	32	19	-27	2	13	38	18	68	25	50	35	-13	14	28	44	-18.36	45.56	6.96	39.94	27.12	-19.74	7.96	19.22	40.94	13.05489946	7.914947884	7.124492964	4.066497264	3.467794688	3.604497191	2.545270123	3.817276516	1.287012043	40608.15385	202600	7098.846154	154180	71298.76923	38092.69231	6404.615385	36222.15385	161241.5385	3.857187273	2.285241833	3.836172746	1.274397929	1.51315391	1.682572436	2.755647575	1.927815921	0.710583093
-40	32	-12	32	19	-27	2	13	38	18	68	19	50	35	-13	14	28	44	-14.22	46.98	6	39.78	26.78	-20.34	7.68	19.3	41.02	12.16271351	6.404654557	6.933974329	3.780423257	3.981406787	3.575527933	2.745468995	3.5	1.581012334	26576.15385	214209.2308	5773.153846	152846.5385	69720.76923	40395	6034.461538	36406.23077	161912.6923	3.82002089	1.956998582	3.974127527	1.27848671	1.537701202	1.622531271	2.799653902	1.900049816	0.760320241
-37	32	-7	34	21	-30	0	17	39	10	63	26	44	35	-19	10	30	44	-16.16	46.14	6.78	39.28	26.9	-22.4	5.44	21.64	40.64	10.06451191	6.483856877	7.167398412	2.366769951	3.459768778	2.615339366	2.146252548	2.783954023	1.22898332	29982.84615	206723.0769	6895.384615	148627.1538	70153.53846	48575.69231	3067.076923	45400.53846	158881.2308	3.749452143	1.89593525	3.595698333	0.968055629	1.500506702	1.607140418	2.903408857	1.666933105	0.588256115
-35	32	-3	35	21	-30	0	16	39	9	62	26	48	32	-17	8	30	44	-14.26	47.48	8.68	39.44	26.7	-22.72	5.18	21.18	40.86	10.78853095	7.175625408	7.217866721	3.238271144	2.941088234	2.884718357	1.862149296	3.398175981	1.280781012	25148.46154	219246.1538	9760.230769	150072.8462	68963.15385	50034.53846	2746.769231	43689.07692	160611.6923	3.784099687	1.994166218	3.491223412	1.10281361	1.19072785	1.524549134	2.603455997	1.526211144	0.602197418
-35	32	-4	35	22	-26	3	16	38	9	62	21	48	32	-17	8	24	44	-15.5	46.38	7.86	39.4	26.34	-22.3	5.68	19.54	41.1	10.63625874	6.919219609	6.899304313	3.117691454	2.797212899	2.467792536	1.207311062	2.070845238	1.5	28544.23077	209147.1538	8231.153846	149732.7692	67087.76923	48109.61538	3172.538462	36918.84615	162532.2308	3.419347047	1.828612645	3.228009268	1.128654224	1.43111622	1.281895404	2.480932402	1.255847542	0.629099983
-34	36	-4	35	22	-28	1	17	38	6	64	27	44	32	-18	12	29	44	-18.44	45.5	6.44	39.32	26.74	-22.46	5.7	20.78	40.86	8.292550874	5.883026432	7.003313501	2.436719106	2.536217656	2.491666109	2.435159132	2.737078735	1.442359179	36003.53846	200730.7692	6347.769231	148945.3846	69062.38462	48803.92308	3409.307692	41880.69231	160632.8462	3.299730742	1.865315317	3.769362479	0.952564789	1.326347492	1.484613052	2.999191494	1.572847527	0.759546381
-38	30	-3	35	23	-28	1	15	37	19	68	34	50	32	-15	12	29	45	-15.46	46.88	8.94	39.94	26.88	-21.74	7.18	20.46	41.12	12.35671477	8.186916391	8.528563771	3.6354367	2.511095379	3.192553837	2.812045519	3.494052089	1.680952111	30327	214562.6923	11186.23077	154020.5385	69777.92308	45935	5338.692308	40838.53846	162718.6923	3.749368833	2.125622464	3.674450437	1.202385323	1.208853617	1.477375829	2.696695484	1.692193027	0.725010991
-38	30	-8	35	23	-25	6	13	37	19	68	34	50	32	-15	11	24	45	-16.56	45.36	7.78	39.78	26.82	-20.64	8.24	18.6	41.28	12.10646108	7.677916384	8.37684905	3.596053392	2.732690981	2.718529014	1.393700111	2.720294102	1.612947612	33418.84615	200681.2308	9193.692308	152780.2308	69524.61538	41318.07692	6622.307692	33621.23077	163975.2308	3.698950518	2.215212575	3.691735088	1.068707216	1.338026571	1.410560764	1.968591633	1.931874744	0.687297701
-34	35	-8	35	23	-26	1	13	38	1	62	28	43	32	-18	11	26	44	-18.64	45	6.2	38.48	27.74	-21.94	6.36	19.12	41.26	8.255325554	5.506359959	7.370210309	2.220270254	2.606223321	2.436472861	2.463818175	2.783091806	1.18	36685.38462	196175.4615	6325	142613.3077	74317.84615	46570.84615	4181.307692	35524.46154	163758.0769	3.363633931	1.747366748	3.919837979	0.976540411	1.26590801	1.333225889	2.507204363	1.633136327	0.652150015
-38	31	-2	34	21	-29	1	14	38	13	65	29	49	32	-19	8	26	46	-15.14	46.84	9.34	38.56	27.46	-23.26	4.98	19.52	41.56	11.80510059	8.105208202	8.723783583	3.389159188	2.927182946	2.740875772	2.167856084	2.865239955	1.698940847	28756.53846	214149.3077	12065.38462	143520.9231	72917.07692	52383.23077	2610.769231	37033.46154	166219	3.761855732	2.185899858	3.706732119	1.307381706	1.391341349	1.548558608	3.026878529	1.778620285	0.800640075
-38	31	-6	34	21	-29	1	15	37	19	71	34	49	35	-19	9	30	46	-15.1	46.64	9.36	39.82	26.04	-22.26	5.86	19.88	41.18	12.7188836	8.943735238	9.828041514	3.675268698	3.549422488	3.012042496	1.833139384	2.930119451	2.036565737	29737	213048.8462	13067.84615	153114.2308	65806.53846	48081.15385	3463.461538	38415.38462	163256.3846	3.835636693	2.183014328	3.511636266	1.234935436	1.697360806	1.307791056	2.576051199	1.863036038	0.913248278
-33	33	-7	34	21	-29	3	16	37	19	71	34	45	35	-19	11	32	44	-15.16	46.22	7	39.5	26.34	-21.68	6.74	21.1	40.46	10.25350672	6.809669596	8.433267457	3.1	3.993043952	2.671628717	2.252198925	3.424908758	1.551902059	27155.92308	207648.6923	8135.692308	150486.0769	67478.15385	45537.69231	4611.923077	43373.07692	157520.7692	3.762560201	2.039663587	3.892083554	1.101076287	1.580087867	1.492283598	2.486246681	1.715888794	0.681374452
-40	31	-7	34	19	-29	3	16	37	4	59	19	45	35	-18	11	32	43	-14	46.56	7.9	39.22	26.74	-22	6.7	21.18	40.46	9.520504188	6.591388321	6.711929678	3.035061779	3.670476808	2.74226184	2.291287847	3.210545125	1.675828153	23205.76923	210535.5385	8167	148347.6923	69401.92308	46900.69231	4569.230769	43630.38462	157540.1538	3.726548097	1.981132506	3.716119585	1.086142636	1.866968479	1.856490669	2.454204179	2.010099826	0.851085479
-40	30	-6	35	19	-27	3	16	37	5	61	28	50	35	-17	11	25	45	-16.6	45.58	9.5	40.08	26.7	-21.7	6.58	20.66	40.9	9.660227741	7.691787829	7.884795495	3.44	3.595830919	2.729468813	1.97068516	2.388388578	1.734935157	30990.38462	202609.0769	11667.30769	155031.3846	69169.69231	45636.07692	4349.846154	41316.15385	160991.8462	3.527302863	2.129930904	3.485028274	1.142242142	1.621967668	1.46253538	2.465324699	1.49173463	0.7110718
-38	30	-3	33	21	-27	3	16	37	19	63	28	53	35	-16	12	25	45	-16.3	45.28	9.26	40.24	27.4	-20.74	8.06	20.42	41	11.89327541	7.549940397	8.712772234	4.420678681	3.417601498	2.944893886	2.469088901	2.585265944	1.685229955	32383.15385	199885.3846	11896.15385	156638.0769	72750.30769	41777.30769	6539.615385	40415.38462	161771.1538	3.660400025	2.029481858	3.134652896	1.403325008	1.452493185	1.496826187	2.220282381	1.543795658	0.721114428
-38	33	-7	33	19	-26	4	17	37	26	64	27	53	33	-16	12	25	44	-14.2	45.58	8.02	40.6	26.28	-20.9	8	21.14	40.44	13.49370223	8.311654468	8.819274347	4.779121258	3.80021052	3.05450487	2.424871131	2.78574945	1.888491461	28216.23077	203094.6154	9927.307692	159594.2308	67102.53846	42450	6436.538462	43344.23077	157420.9231	3.721192534	1.968286444	3.659451293	1.369423052	1.862439128	1.680431844	2.267623233	1.514036032	0.745881538
-42	33	-7	34	19	-27	2	17	37	26	64	27	50	32	-17	10	29	43	-14.76	46.3	7.7	40.8	24.36	-22.2	6.22	22.74	39.68	11.5837127	7.920227269	7.707788269	3.660601044	3.410337227	2.690724809	1.962549362	2.82	1.489160838	27432.84615	209140.0769	8558.769231	160706.4615	57619	47736.53846	3905.230769	50104.38462	151501.1538	3.694765164	1.860767333	3.624432824	1.315679836	1.729368668	1.376997116	2.316664333	1.371332046	0.750693806
-42	26	-6	37	14	-30	2	17	33	27	80	26	51	29	-17	14	41	41	-16.08	46.96	7.08	41.88	22.22	-22.02	7.62	25.02	38.34	13.58652273	9.310123522	8.270042322	3.024169307	3.29417668	2.866984479	2.66	5.405515702	1.850513442	33739.61538	216229.3846	8117.307692	169087.3077	47995.61538	47019.84615	5923.461538	61597.15385	141506.5385	3.806389934	2.390535777	3.82827462	1.160080799	1.592966805	1.559404657	2.462826987	1.762377617	0.838496993
-40	26	-7	38	14	-30	4	17	33	27	80	30	51	28	-17	14	41	41	-17.3	45.76	6.58	42.1	21.36	-22.2	8.38	24.86	38.3	13.45696846	9.969072173	9.453232251	2.865309756	3.439534852	2.898275349	2.270594636	5.54620591	1.992485885	37523.07692	206141.6923	8460.384615	170819.2308	44438.92308	47794.23077	7000.230769	60903.84615	141238	3.745998858	2.379260064	3.662701328	1.063134263	1.801611279	1.673379193	2.382610255	1.814432367	0.866550795
-39	30	-7	35	16	-31	0	19	37	21	80	32	46	28	-21	10	31	42	-18.54	45.5	7.86	40.48	23.1	-24.22	5.12	23.12	39.56	10.89258463	9.10659102	8.924147018	2.264862027	2.837252192	2.632793194	2.861048759	3.185215848	1.251559028	38900.92308	203107.6923	9774.769231	157807.5385	51696.15385	56737.92308	2914.230769	51885.61538	150555.5385	3.753371408	2.509594772	3.596328757	0.952816881	1.423044662	1.33929282	3.069114195	1.650409148	0.650085764
-37	32	-11	35	15	-31	0	18	35	29	80	32	48	31	-18	14	31	44	-17.16	46.36	6.96	40.42	23.86	-23.94	6.12	22.44	39.84	13.26251861	9.819898166	8.625450713	3.317167466	3.731005226	2.989381207	4.008191612	3.092959748	1.826033954	36804.38462	211335.3846	8242.384615	157622.9231	55409.76923	55538.61538	4374.461538	48878.61538	152778.1538	3.867200157	2.54730734	3.92297941	1.146281411	1.517245408	1.595541024	3.051898518	1.532865014	0.747547735
-42	29	-11	33	15	-27	3	17	35	29	76	26	48	33	-18	14	26	44	-17.92	44.96	5.46	40.38	24.96	-22.54	8.72	21.32	40.26	12.61877966	9.075152891	8.205388473	3.599388837	4.458519934	2.273411533	2.21846794	2.361694307	2.124241041	38539.23077	198326.3077	6103.615385	157406	60859.76923	49099.76923	7548.307692	43974.23077	156069.6154	3.609177626	2.112732082	3.868995964	1.236793836	1.614796117	1.447544144	2.472082308	1.436805035	0.781573543
-42	29	-7	33	21	-25	0	16	37	-3	59	20	46	33	-19	12	25	43	-18.32	44.6	8.2	39.86	26.14	-22.16	7.5	20.52	40.56	9.302558788	7.025667228	7.13582511	3.066007175	2.713005713	1.803995565	2.736786437	2.42684981	1.329059818	36432.53846	193638.7692	8914.692308	153223.2308	66055.76923	47374.61538	5768.769231	40770.76923	158269	3.292136599	1.884475168	3.273036896	1.205773195	1.292344636	1.326967939	2.516473598	1.389520215	0.616292256
-31	35	-1	34	22	-26	0	14	37	9	62	19	52	30	-17	13	27	45	-17.98	45.34	9.6	40.56	26	-21.16	8.06	20.92	40.36	8.058511029	5.877448426	5.310367219	4.23867904	2.172556098	2.300956323	3.177483281	3.254781099	1.658432995	34216.92308	199332.6923	10218	159047.8462	65227	43307	6731.923077	42590.76923	156760.0769	3.447983253	2.024324268	3.384572584	1.300499369	1.234497916	1.312209769	2.590112664	1.661587307	0.728650035
-31	34	-8	34	22	-26	5	14	37	11	62	19	52	32	-17	13	27	45	-17.62	44.96	7.72	40.04	26.26	-21.4	8.2	20.6	40.66	9.17581604	6.203096001	6.545349494	4.223553007	2.439754086	2.391652149	2.163330765	2.734958866	1.839673884	33901.15385	196228.4615	7791	155012.3077	66592.84615	44310.30769	6690.384615	41163.46154	159127.6923	3.426480245	2.078742616	3.527050358	1.30115999	1.227342097	1.555986397	2.458044566	1.599463991	0.731283826
