27,15,34,27,15,34,0,3,0,2
28,12,0,28,12,0,3,12,0,2
50,22,20,50,22,20,50,12,7,2
50,28,26,50,28,26,50,28,1,2
32,28,6,31,25,6,6,25,6,2
25,25,3,25,25,3,0,25,3,2
53,25,17,53,25,17,50,25,4,2
37,12,12,37,12,12,25,12,12,2
25,50,6,25,50,6,0,50,0,2
3,50,2,3,50,2,14,50,7,2
28,12,12,28,12,12,28,12,12,2
18,53,0,18,53,0,0,3,0,2
125,30,16,125,30,16,125,25,12,2
126,71,22,126,71,22,100,62,25,2
-117,50,31,-117,50,31,-118,25,25,2
-124,75,16,-124,75,16,100,75,3,2
106,29,8,106,29,8,106,0,1,2
100,25,3,100,25,3,100,25,0,2
28,76,0,28,76,0,3,76,0,2
-61,57,0,-61,57,0,-87,62,0,2
9,7,7,9,7,7,6,7,0,2
30,66,3,30,66,3,27,63,0,2
29,50,9,29,50,9,25,50,0,2
110,65,0,110,65,0,110,50,0,2
100,75,20,100,75,20,100,75,20,2
125,92,0,125,92,0,125,75,0,2
100,1,25,-118,75,26,112,75,25,2
44,12,23,44,12,23,12,0,0,2
100,12,6,100,12,6,100,12,0,2
125,1,18,125,1,18,100,0,0,2
100,3,13,100,3,13,100,3,0,2
109,60,9,103,57,7,100,56,6,2
34,68,16,34,68,16,3,62,3,2
7,64,0,7,64,0,7,51,0,2
26,57,14,26,57,14,1,50,0,2
3,12,7,3,13,12,3,0,0,2
6,1,7,6,1,7,1,50,0,2
3,2,0,3,2,0,3,2,0,2
9,51,15,9,51,15,3,50,0,2
-124,12,12,-124,12,12,106,12,0,2
103,26,1,103,26,1,103,26,0,2
-123,0,7,-123,0,7,108,75,0,2
-127,78,1,-127,78,1,100,75,0,2
100,16,13,109,0,12,103,0,12,2
-124,0,12,-124,0,12,107,6,0,2
-121,0,2,-121,0,2,103,0,1,2
-124,69,0,-124,69,0,100,57,0,2
101,0,12,101,0,12,100,0,0,2
106,57,2,106,63,14,100,50,0,2
28,59,15,28,59,15,3,59,0,2
3,64,0,3,64,0,3,50,0,2
34,62,0,34,62,0,0,50,0,2
4,12,0,4,12,0,0,0,0,2
0,0,19,0,0,19,3,9,0,2
0,25,0,0,18,1,0,6,1,2
31,25,19,31,50,0,6,50,0,2
125,12,12,125,12,12,100,0,12,2
126,6,18,126,6,18,100,0,12,2
114,9,19,114,9,19,102,0,19,2
102,0,19,102,0,19,102,0,0,2
101,75,12,110,75,9,112,51,7,2
-123,1,15,-123,1,15,100,0,0,2
-124,60,6,-124,60,6,100,59,0,2
125,59,21,125,59,21,103,56,0,2
103,75,20,103,75,20,103,75,0,2
31,57,20,31,70,15,6,57,0,2
0,56,0,0,56,0,0,56,0,2
0,73,0,0,73,0,0,62,0,2
28,0,25,28,0,25,0,0,0,2
4,1,23,4,1,23,1,1,1,2
40,12,28,39,17,25,14,50,25,2
37,0,34,37,0,34,0,0,9,2
34,50,14,34,53,18,3,53,18,2
-123,6,1,-124,25,3,106,25,3,2
-127,1,25,-127,1,25,103,0,25,2
114,4,25,114,4,25,101,4,25,2
39,0,26,38,1,25,13,0,0,2
125,0,26,125,0,25,100,0,0,2
125,3,25,125,3,25,100,3,25,2
33,79,14,33,79,14,0,75,0,2
104,68,0,104,68,0,100,62,0,2
104,75,23,104,75,23,101,75,21,2
112,50,0,101,50,0,100,50,0,2
25,64,0,25,64,0,0,51,0,2
0,71,0,0,71,0,0,59,0,2
0,68,26,0,68,26,0,62,25,2
15,66,0,15,66,0,15,54,0,2
21,64,34,21,64,34,6,64,9,2
25,3,4,25,3,4,0,3,3,2
12,8,1,7,25,3,0,25,3,2
36,1,3,36,1,3,9,0,0,2
102,15,0,102,15,0,100,12,0,2
126,0,10,126,3,10,101,0,0,2
113,81,25,113,81,25,100,75,0,2
103,6,6,106,6,34,100,0,6,2
102,7,1,102,7,1,102,0,0,2
126,51,26,126,51,26,101,51,26,2
-127,50,0,-127,50,0,100,50,0,2
125,56,0,125,56,0,100,56,0,2
-123,50,0,-123,50,0,107,50,0,2
112,64,0,112,64,0,112,62,0,2
41,68,28,41,68,28,12,62,25,2
12,62,25,12,62,25,12,50,25,2
39,59,26,39,59,26,12,59,1,2
19,53,27,19,53,27,0,56,25,2
0,3,25,0,3,25,0,0,25,2
0,0,33,0,0,33,0,0,8,2
27,2,6,27,2,6,1,0,6,2
106,28,25,106,28,25,100,25,0,2
104,26,22,104,26,22,104,26,21,2
-110,75,26,-110,75,26,112,75,0,2
112,25,0,101,75,5,100,75,0,2
103,68,25,103,68,25,103,56,25,2
112,75,26,112,75,26,112,75,26,2
113,75,25,113,75,25,100,75,25,2
112,75,1,112,75,1,112,75,1,2
107,56,18,-124,19,3,106,7,0,2
125,50,22,125,50,22,100,50,0,2
100,75,0,100,75,0,100,75,0,2
36,70,3,36,70,3,1,65,0,2
0,50,2,13,50,4,12,50,0,2
3,62,3,3,72,25,0,59,25,2
37,68,0,37,68,0,12,62,0,2
9,5,26,11,3,25,3,0,25,2
19,6,25,19,6,25,12,0,25,2
27,12,0,27,12,0,1,12,0,2
18,56,0,18,56,0,100,12,3,2
-124,3,12,-124,3,12,106,0,12,2
112,75,25,112,75,25,100,75,0,2
113,10,25,113,10,25,103,0,6,2
38,10,0,38,10,0,12,9,0,2
106,0,31,106,0,31,107,0,25,2
103,6,28,103,6,28,103,0,25,2
112,76,0,112,76,0,112,75,0,2
110,70,0,110,70,0,110,56,0,2
101,71,25,101,71,25,100,62,25,2
100,75,0,100,75,0,100,75,23,2
100,60,1,100,60,1,100,59,0,2
110,25,13,109,25,13,100,25,0,2
34,59,0,34,59,0,9,59,0,2
12,69,25,12,69,25,12,62,0,2
26,68,25,26,68,25,0,62,0,2
-68,0,25,-62,0,26,-87,0,26,2
-62,60,31,0,62,0,0,62,0,2
31,4,25,31,4,25,0,3,0,2
125,25,6,-126,0,0,103,0,0,2
109,39,12,109,39,12,106,25,12,2
-116,0,22,-116,0,22,101,0,21,2
100,52,16,100,52,16,100,13,0,2
37,15,28,37,15,28,12,1,3,2
113,62,5,113,62,5,113,62,0,2
112,1,25,112,1,25,100,1,0,2
-118,59,25,-118,59,25,112,59,25,2
-123,75,4,-123,75,4,109,75,0,2
127,73,2,127,73,2,101,50,1,2
36,65,0,36,65,0,10,53,0,2
37,59,28,37,59,28,0,56,25,2
40,53,29,40,53,29,15,50,25,2
25,62,5,25,62,5,3,62,3,2
25,66,6,25,66,6,0,53,6,2
15,3,40,15,3,40,1,3,15,2
37,54,1,37,54,1,0,50,0,2
25,16,26,25,16,26,0,0,25,2
114,1,1,114,1,1,100,1,0,2
125,31,25,125,31,25,100,25,0,2
-114,76,3,112,1,28,112,1,0,2
-127,21,0,-127,21,0,100,12,0,2
100,14,0,106,14,4,100,1,3,2
101,7,26,101,7,26,100,6,25,2
112,69,25,112,69,25,100,56,25,2
109,65,22,125,53,25,100,53,0,2
-118,50,19,-118,50,19,112,50,19,2
-127,75,0,-127,75,0,100,75,0,2
106,71,26,106,71,26,106,59,25,2
6,55,25,6,55,25,6,55,0,2
14,75,6,13,75,0,12,75,0,2
31,0,28,31,0,28,6,0,3,2
12,0,7,12,0,7,0,0,7,2
6,17,0,6,17,0,0,12,0,2
6,19,1,6,19,1,6,6,0,2
35,56,21,35,56,21,25,62,4,2
100,12,25,100,12,25,100,0,25,2
125,0,28,125,0,28,100,14,3,2
100,0,25,100,0,25,100,0,25,2
112,12,26,112,12,26,112,12,0,2
103,0,0,103,0,0,100,62,0,2
100,68,25,100,68,25,100,62,25,2
107,65,25,108,66,7,101,53,0,2
112,71,0,112,71,0,112,62,0,2
109,50,3,109,50,3,100,50,0,2
103,56,0,103,56,0,100,56,1,2
36,56,6,36,56,6,11,56,0,2
33,54,4,31,55,5,6,55,0,2
12,56,6,12,56,6,12,50,6,2
35,50,26,35,50,26,10,50,0,2
6,61,25,6,60,34,6,60,9,2
26,0,28,26,0,28,1,0,25,2
12,64,25,31,53,26,0,53,25,2
3,0,1,3,0,1,3,0,1,2
100,25,31,100,25,31,100,25,6,2
100,1,25,100,1,25,100,0,0,2
108,4,28,108,4,28,100,3,3,2
106,0,28,106,0,28,103,4,0,2
103,0,6,103,0,6,103,0,6,2
103,62,15,103,62,15,107,53,1,2
100,0,0,100,0,0,100,0,0,2
107,57,26,107,57,26,100,50,1,2
109,50,3,109,50,3,106,50,0,2
-124,57,25,-124,57,25,106,56,25,2
106,62,28,106,62,25,100,50,0,2
106,51,3,106,51,3,106,51,3,2
26,62,1,26,62,1,0,50,0,2
33,63,1,33,63,1,0,50,0,2
1,54,0,1,54,0,0,54,0,2
1,13,6,6,17,31,0,4,6,2
25,1,31,25,1,31,0,1,6,2
31,0,28,31,0,28,6,0,0,2
100,12,3,100,14,3,100,12,3,2
104,25,28,104,25,28,101,25,3,2
103,12,25,103,12,25,100,12,1,2
106,18,30,107,15,28,106,12,0,2
100,14,0,100,14,0,100,14,0,2
103,11,31,103,11,31,100,9,6,2
103,1,0,103,1,0,103,1,0,2
107,1,31,107,1,31,100,0,1,2
103,62,3,103,62,3,100,50,3,2
109,53,3,109,53,3,109,50,3,2
109,53,25,109,53,25,100,50,0,2
106,71,0,106,71,0,100,59,0,2
108,68,0,108,68,0,110,50,0,2
100,54,1,100,54,1,100,50,0,2
32,55,1,32,55,1,0,51,0,2
37,62,2,37,62,2,0,50,0,2
0,62,0,0,62,0,0,62,0,2
-68,0,2,-68,0,2,-100,0,2,2
12,0,28,12,0,28,12,0,3,2
0,13,26,0,0,0,0,0,0,2
5,9,0,5,9,0,5,0,0,2
101,0,8,101,0,8,100,0,6,2
125,30,25,125,26,25,100,25,0,2
125,0,27,125,0,27,100,0,2,2
104,16,12,104,16,12,104,12,12,2
112,0,31,112,0,31,100,0,7,2
102,5,8,101,0,3,101,0,3,2
111,68,25,111,68,25,111,62,0,2
112,59,0,112,59,0,100,59,0,2
126,75,7,126,75,7,101,75,0,2
125,50,31,125,50,31,100,50,6,2
109,62,5,106,68,3,107,56,0,2
106,71,25,106,71,25,106,56,25,2
25,70,1,25,70,1,0,62,1,2
13,54,6,13,54,6,0,53,6,2
31,68,25,31,68,25,6,56,0,2
3,57,27,0,62,27,0,50,1,2
15,50,28,15,50,28,3,50,3,2
0,2,6,0,2,6,0,0,6,2
42,0,0,42,0,0,12,0,0,2
40,6,7,40,6,7,0,6,7,2
103,1,4,103,14,4,103,12,5,2
106,26,1,106,26,1,106,25,0,2
115,0,26,115,0,26,100,0,26,2
106,0,2,107,0,1,101,0,1,2
44,0,25,44,0,25,7,0,0,2
38,23,2,38,23,2,13,12,0,2
113,4,0,113,4,0,101,3,0,2
108,69,25,108,69,25,100,62,0,2
112,69,0,112,69,0,100,56,0,2
125,75,3,125,75,3,100,75,0,2
102,60,28,102,60,28,100,59,25,2
113,67,0,113,67,0,100,51,0,2
115,60,1,115,60,1,112,50,5,2
103,56,3,103,56,3,100,50,0,2
14,56,0,14,56,0,0,50,0,2
37,71,4,37,71,4,0,64,3,2
0,12,1,0,12,1,0,12,1,2
25,4,28,25,4,28,14,0,1,2
35,50,25,35,50,25,6,50,0,2
6,10,3,25,26,4,0,25,3,2
-120,14,0,-120,14,0,109,12,0,2
-121,27,20,-121,27,20,109,27,20,2
101,81,1,100,82,1,100,75,1,2
112,0,1,112,0,1,112,0,1,2
35,23,0,30,18,0,0,12,0,2
112,14,19,112,14,19,100,3,20,2
100,1,24,100,1,24,100,0,2,2
107,71,1,107,71,1,101,59,1,2
106,76,3,106,76,3,100,76,0,2
110,61,2,109,56,1,103,50,0,2
112,50,18,112,50,18,100,50,18,2
100,69,1,100,69,1,100,62,1,2
