-22,44,4,86,14,-2,26,25,36
-21,45,4,82,25,0,25,23,37
-20,46,5,78,26,0,25,20,37
-18,46,5,64,24,2,25,17,35
-17,46,5,55,19,0,27,15,33
-15,47,5,49,15,-5,28,16,31
-15,47,5,38,9,-13,30,19,31
-14,47,5,31,9,-17,30,18,32
-14,47,5,26,10,-21,30,18,32
-14,48,5,24,12,-23,31,18,32
-13,48,5,26,14,-24,31,16,32
-14,48,5,31,16,-25,31,17,31
-16,47,5,36,15,-27,31,17,31
-16,47,5,46,16,-29,32,18,32
-16,46,5,55,15,-34,34,19,31
-16,47,5,62,17,-37,32,22,32
-16,46,5,63,15,-35,33,20,33
-17,46,5,70,5,-32,31,15,35
-17,46,5,89,-20,-8,24,16,36
-18,46,5,92,-25,-8,20,18,38
-18,46,4,82,-26,-14,22,18,37
-18,46,4,71,-31,-17,26,17,36
-18,46,4,58,-27,-21,29,15,35
-18,46,4,54,-26,-23,30,16,35
-17,46,4,46,-21,-28,30,16,34
-16,47,5,41,-16,-29,31,14,32
-15,47,5,36,-13,-31,31,14,32
-15,47,5,29,-11,-31,31,15,32
-15,46,5,26,-10,-31,31,17,32
-15,47,5,30,-2,-36,32,17,30
-16,46,5,30,-5,-34,34,17,31
-17,46,5,42,0,-22,34,19,32
-18,45,4,57,9,-18,37,20,29
-20,44,4,78,19,-11,34,19,33
-21,46,5,76,21,0,30,22,34
-22,46,5,76,18,0,27,23,36
-21,45,5,77,20,6,24,21,37
-20,46,5,67,19,6,24,18,35
-20,45,5,52,13,1,25,17,34
-19,45,4,44,10,-2,29,18,32
-17,46,4,37,7,-7,31,18,32
-17,46,4,30,4,-12,30,18,32
-16,46,5,29,3,-14,29,17,33
-14,48,5,27,6,-19,28,17,35
-13,48,6,30,5,-22,27,17,33
-14,47,6,34,1,-22,28,19,33
-14,47,6,39,-3,-22,30,21,33
-15,47,6,48,-15,-16,31,19,31
-16,46,6,63,-39,-4,30,19,30
-16,47,5,66,-55,-7,29,17,35
-16,47,4,74,-64,-6,28,14,37
-17,48,4,71,-61,-9,27,14,37
-19,46,3,62,-53,-14,27,16,37
-17,46,3,56,-41,-16,27,17,37
-17,47,3,51,-32,-16,29,17,35
-16,46,4,45,-22,-18,29,17,35
-15,47,5,37,-17,-20,28,19,35
-14,47,5,29,-16,-17,27,17,34
-14,47,5,23,-16,-18,26,17,34
